"date","size_category","tf_usd_millions"
2021-09-01,"Small",1.8493426481965
2021-09-01,"Micro",0.415111505173581
2021-10-01,"Corporate",2440.3120516209
2021-10-01,"Large",2099.30408129322
2021-10-01,"Medium",390.650131478605
2021-10-01,"Small",2.05653582773825
2021-10-01,"Micro",0.391924837158032
2021-11-01,"Corporate",2387.61497707063
2021-11-01,"Large",2150.52900995229
2021-11-01,"Medium",391.078651414027
2021-11-01,"Small",2.09319233228408
2021-11-01,"Micro",1.22488389976392
2021-12-01,"Corporate",2443.33221356595
2021-12-01,"Large",2228.64219412192
2021-12-01,"Medium",411.19393923397
2021-12-01,"Small",2.28864628515566
2021-12-01,"Micro",0.571739667619191
2022-01-01,"Corporate",2501.55455709826
2022-01-01,"Large",2362.88368076693
2022-01-01,"Medium",425.165986188506
2022-01-01,"Small",3.06516807929447
2022-01-01,"Micro",0.546023814355213
2022-02-01,"Corporate",2473.56683329786
2022-02-01,"Large",2391.91452291506
2022-02-01,"Medium",454.16412305339
2022-02-01,"Small",3.22964129977921
2022-02-01,"Micro",0.399798204357426
2022-03-01,"Corporate",2694.02103439015
2022-03-01,"Large",2489.86811003384
2022-03-01,"Medium",471.352756810613
2022-03-01,"Small",3.64718419385407
2022-03-01,"Micro",0.5986979504535
2022-04-01,"Corporate",2886.38001588907
2022-04-01,"Large",2503.93662160507
2022-04-01,"Medium",444.071864515456
2022-04-01,"Small",3.51542588489809
2022-04-01,"Micro",0.344691979878017
2022-05-01,"Corporate",3001.14936692125
2022-05-01,"Large",2585.57156582825
2022-05-01,"Medium",461.850013048524
2022-05-01,"Small",3.66143566146705
2022-05-01,"Micro",0.188234514492362
2022-06-01,"Corporate",3221.39548504431
2022-06-01,"Large",2599.56695582307
2022-06-01,"Medium",453.37527707108
2022-06-01,"Small",4.03579036938279
2022-06-01,"Micro",0.286961754633623
