year,quarter,period,bank_group,country_region,Trade_Finance
2022,2,2022Q2,All Others,PANAMA,15.0
2022,2,2022Q2,LFI,ANGUILLA,0.0
2022,2,2022Q2,LFI,ARGENTINA,20.0
2022,2,2022Q2,LFI,BRAZIL,3579.0
2022,2,2022Q2,LFI,CHILE,1287.0
2022,2,2022Q2,LFI,COLOMBIA,338.0
2022,2,2022Q2,LFI,COSTA RICA,77.0
2022,2,2022Q2,LFI,DOMINICAN REPUBLIC,126.0
2022,2,2022Q2,LFI,ECUADOR,175.0
2022,2,2022Q2,LFI,EL SALVADOR,149.0
2022,2,2022Q2,LFI,GUATEMALA,320.0
2022,2,2022Q2,LFI,HONDURAS,210.0
2022,2,2022Q2,LFI,MEXICO,1055.0
2022,2,2022Q2,LFI,PERU,498.0
2022,2,2022Q2,LFI,URUGUAY,142.0
2022,2,2022Q2,LFI,VENEZUELA,0.0
2022,2,2022Q2,LFI,BAHAMAS,74.0
2022,2,2022Q2,LFI,CAYMAN ISLANDS,184.0
2022,2,2022Q2,LFI,PANAMA,255.0
2022,2,2022Q2,All Banks,ANGUILLA,58.0
2022,2,2022Q2,All Banks,ARGENTINA,20.0
2022,2,2022Q2,All Banks,BRAZIL,4605.0
2022,2,2022Q2,All Banks,CHILE,1650.0
2022,2,2022Q2,All Banks,COLOMBIA,369.0
2022,2,2022Q2,All Banks,COSTA RICA,89.0
2022,2,2022Q2,All Banks,DOMINICAN REPUBLIC,146.0
2022,2,2022Q2,All Banks,ECUADOR,225.0
2022,2,2022Q2,All Banks,EL SALVADOR,164.0
2022,2,2022Q2,All Banks,GUATEMALA,359.0
2022,2,2022Q2,All Banks,HONDURAS,210.0
2022,2,2022Q2,All Banks,MEXICO,1088.0
2022,2,2022Q2,All Banks,PERU,510.0
2022,2,2022Q2,All Banks,URUGUAY,142.0
2022,2,2022Q2,All Banks,VENEZUELA,6.0
2022,2,2022Q2,All Banks,BAHAMAS,74.0
2022,2,2022Q2,All Banks,CAYMAN ISLANDS,334.0
2022,2,2022Q2,All Banks,PANAMA,270.0
2022,3,2022Q3,All Others,ANGUILLA,63.0
2022,3,2022Q3,All Others,ARGENTINA,0.0
2022,3,2022Q3,All Others,BRAZIL,1197.0
2022,3,2022Q3,All Others,CHILE,657.0
2022,3,2022Q3,All Others,COLOMBIA,32.0
2022,3,2022Q3,All Others,COSTA RICA,13.0
2022,3,2022Q3,All Others,DOMINICAN REPUBLIC,20.0
2022,3,2022Q3,All Others,ECUADOR,39.0
2022,3,2022Q3,All Others,EL SALVADOR,14.0
2022,3,2022Q3,All Others,GUATEMALA,53.0
2022,3,2022Q3,All Others,HONDURAS,0.0
2022,3,2022Q3,All Others,MEXICO,29.0
2022,3,2022Q3,All Others,PERU,16.0
2022,3,2022Q3,All Others,URUGUAY,0.0
2022,3,2022Q3,All Others,VENEZUELA,5.0
2022,3,2022Q3,All Others,BAHAMAS,0.0
2022,3,2022Q3,All Others,CAYMAN ISLANDS,133.0
2022,3,2022Q3,All Others,PANAMA,19.0
2022,3,2022Q3,LFI,ANGUILLA,0.0
2022,3,2022Q3,LFI,ARGENTINA,52.0
2022,3,2022Q3,LFI,BRAZIL,3813.0
2022,3,2022Q3,LFI,CHILE,1722.0
2022,3,2022Q3,LFI,COLOMBIA,281.0
2022,3,2022Q3,LFI,COSTA RICA,88.0
2022,3,2022Q3,LFI,DOMINICAN REPUBLIC,249.0
2022,3,2022Q3,LFI,ECUADOR,144.0
2022,3,2022Q3,LFI,EL SALVADOR,137.0
2022,3,2022Q3,LFI,GUATEMALA,308.0
2022,3,2022Q3,LFI,HONDURAS,187.0
2022,3,2022Q3,LFI,MEXICO,1106.0
2022,3,2022Q3,LFI,PERU,571.0
2022,3,2022Q3,LFI,URUGUAY,63.0
2022,3,2022Q3,LFI,VENEZUELA,0.0
2022,3,2022Q3,LFI,BAHAMAS,61.0
2022,3,2022Q3,LFI,CAYMAN ISLANDS,192.0
2022,3,2022Q3,LFI,PANAMA,466.0
2022,3,2022Q3,All Banks,ANGUILLA,63.0
2022,3,2022Q3,All Banks,ARGENTINA,52.0
2022,3,2022Q3,All Banks,BRAZIL,5010.0
2022,3,2022Q3,All Banks,CHILE,2379.0
2022,3,2022Q3,All Banks,COLOMBIA,313.0
2022,3,2022Q3,All Banks,COSTA RICA,101.0
2022,3,2022Q3,All Banks,DOMINICAN REPUBLIC,269.0
2022,3,2022Q3,All Banks,ECUADOR,183.0
2022,3,2022Q3,All Banks,EL SALVADOR,151.0
2022,3,2022Q3,All Banks,GUATEMALA,361.0
2022,3,2022Q3,All Banks,HONDURAS,187.0
2022,3,2022Q3,All Banks,MEXICO,1135.0
2022,3,2022Q3,All Banks,PERU,587.0
2022,3,2022Q3,All Banks,URUGUAY,63.0
2022,3,2022Q3,All Banks,VENEZUELA,5.0
2022,3,2022Q3,All Banks,BAHAMAS,61.0
2022,3,2022Q3,All Banks,CAYMAN ISLANDS,325.0
2022,3,2022Q3,All Banks,PANAMA,485.0
2022,4,2022Q4,All Others,ANGUILLA,60.0
2022,4,2022Q4,All Others,ARGENTINA,0.0
2022,4,2022Q4,All Others,BRAZIL,1262.0
2022,4,2022Q4,All Others,CHILE,618.0
2022,4,2022Q4,All Others,COLOMBIA,46.0
2022,4,2022Q4,All Others,COSTA RICA,11.0
2022,4,2022Q4,All Others,DOMINICAN REPUBLIC,25.0
2022,4,2022Q4,All Others,ECUADOR,53.0
2022,4,2022Q4,All Others,EL SALVADOR,15.0
2022,4,2022Q4,All Others,GUATEMALA,53.0
2022,4,2022Q4,All Others,HONDURAS,0.0
2022,4,2022Q4,All Others,MEXICO,40.0
2022,4,2022Q4,All Others,PERU,221.0
2022,4,2022Q4,All Others,URUGUAY,0.0
2022,4,2022Q4,All Others,VENEZUELA,5.0
2022,4,2022Q4,All Others,BAHAMAS,0.0
2022,4,2022Q4,All Others,CAYMAN ISLANDS,207.0
2022,4,2022Q4,All Others,PANAMA,62.0
2022,4,2022Q4,LFI,ANGUILLA,0.0
2022,4,2022Q4,LFI,ARGENTINA,112.0
2022,4,2022Q4,LFI,BRAZIL,4300.0
2022,4,2022Q4,LFI,CHILE,1560.0
2022,4,2022Q4,LFI,COLOMBIA,324.0
2022,4,2022Q4,LFI,COSTA RICA,81.0
2022,4,2022Q4,LFI,DOMINICAN REPUBLIC,233.0
2022,4,2022Q4,LFI,ECUADOR,131.0
2022,4,2022Q4,LFI,EL SALVADOR,126.0
2022,4,2022Q4,LFI,GUATEMALA,274.0
2022,4,2022Q4,LFI,HONDURAS,163.0
2022,4,2022Q4,LFI,MEXICO,1142.0
2022,4,2022Q4,LFI,PERU,553.0
2022,4,2022Q4,LFI,URUGUAY,125.0
2022,4,2022Q4,LFI,VENEZUELA,0.0
2022,4,2022Q4,LFI,BAHAMAS,56.0
2022,4,2022Q4,LFI,CAYMAN ISLANDS,222.0
2022,4,2022Q4,LFI,PANAMA,403.0
2022,4,2022Q4,All Banks,ANGUILLA,60.0
2022,4,2022Q4,All Banks,ARGENTINA,112.0
2022,4,2022Q4,All Banks,BRAZIL,5562.0
2022,4,2022Q4,All Banks,CHILE,2178.0
2022,4,2022Q4,All Banks,COLOMBIA,370.0
2022,4,2022Q4,All Banks,COSTA RICA,92.0
2022,4,2022Q4,All Banks,DOMINICAN REPUBLIC,258.0
2022,4,2022Q4,All Banks,ECUADOR,184.0
2022,4,2022Q4,All Banks,EL SALVADOR,141.0
2022,4,2022Q4,All Banks,GUATEMALA,327.0
2022,4,2022Q4,All Banks,HONDURAS,163.0
2022,4,2022Q4,All Banks,MEXICO,1182.0
2022,4,2022Q4,All Banks,PERU,774.0
2022,4,2022Q4,All Banks,URUGUAY,125.0
2022,4,2022Q4,All Banks,VENEZUELA,5.0
2022,4,2022Q4,All Banks,BAHAMAS,56.0
2022,4,2022Q4,All Banks,CAYMAN ISLANDS,429.0
2022,4,2022Q4,All Banks,PANAMA,465.0
2023,1,2023Q1,All Others,ANGUILLA,2.0
2023,1,2023Q1,All Others,ARGENTINA,0.0
2023,1,2023Q1,All Others,BRAZIL,1033.0
2023,1,2023Q1,All Others,CHILE,598.0
2023,1,2023Q1,All Others,COLOMBIA,26.0
2023,1,2023Q1,All Others,COSTA RICA,10.0
2023,1,2023Q1,All Others,DOMINICAN REPUBLIC,65.0
2023,1,2023Q1,All Others,ECUADOR,46.0
2023,1,2023Q1,All Others,EL SALVADOR,5.0
2023,1,2023Q1,All Others,GUATEMALA,54.0
2023,1,2023Q1,All Others,HONDURAS,0.0
2023,1,2023Q1,All Others,MEXICO,48.0
2023,1,2023Q1,All Others,PERU,203.0
2023,1,2023Q1,All Others,URUGUAY,0.0
2023,1,2023Q1,All Others,VENEZUELA,5.0
2023,1,2023Q1,All Others,BAHAMAS,0.0
2023,1,2023Q1,All Others,CAYMAN ISLANDS,0.0
2023,1,2023Q1,All Others,PANAMA,85.0
2023,1,2023Q1,LFI,ANGUILLA,0.0
2023,1,2023Q1,LFI,ARGENTINA,61.0
2023,1,2023Q1,LFI,BRAZIL,4056.0
2023,1,2023Q1,LFI,CHILE,1666.0
2023,1,2023Q1,LFI,COLOMBIA,194.0
2023,1,2023Q1,LFI,COSTA RICA,93.0
2023,1,2023Q1,LFI,DOMINICAN REPUBLIC,260.0
2023,1,2023Q1,LFI,ECUADOR,135.0
2023,1,2023Q1,LFI,EL SALVADOR,66.0
2023,1,2023Q1,LFI,GUATEMALA,338.0
2023,1,2023Q1,LFI,HONDURAS,131.0
2023,1,2023Q1,LFI,MEXICO,1101.0
2023,1,2023Q1,LFI,PERU,391.0
2023,1,2023Q1,LFI,URUGUAY,53.0
2023,1,2023Q1,LFI,VENEZUELA,0.0
2023,1,2023Q1,LFI,BAHAMAS,38.0
2023,1,2023Q1,LFI,CAYMAN ISLANDS,87.0
2023,1,2023Q1,LFI,PANAMA,347.0
2023,1,2023Q1,All Banks,ANGUILLA,2.0
2023,1,2023Q1,All Banks,ARGENTINA,61.0
2023,1,2023Q1,All Banks,BRAZIL,5089.0
2023,1,2023Q1,All Banks,CHILE,2264.0
2023,1,2023Q1,All Banks,COLOMBIA,220.0
2023,1,2023Q1,All Banks,COSTA RICA,103.0
2023,1,2023Q1,All Banks,DOMINICAN REPUBLIC,325.0
2023,1,2023Q1,All Banks,ECUADOR,181.0
2023,1,2023Q1,All Banks,EL SALVADOR,71.0
2023,1,2023Q1,All Banks,GUATEMALA,392.0
2023,1,2023Q1,All Banks,HONDURAS,131.0
2023,1,2023Q1,All Banks,MEXICO,1149.0
2023,1,2023Q1,All Banks,PERU,594.0
2023,1,2023Q1,All Banks,URUGUAY,53.0
2023,1,2023Q1,All Banks,VENEZUELA,5.0
2023,1,2023Q1,All Banks,BAHAMAS,38.0
2023,1,2023Q1,All Banks,CAYMAN ISLANDS,87.0
2023,1,2023Q1,All Banks,PANAMA,432.0
2023,2,2023Q2,All Others,ANGUILLA,2.0
2023,2,2023Q2,All Others,ARGENTINA,0.0
2023,2,2023Q2,All Others,BRAZIL,957.0
2023,2,2023Q2,All Others,CHILE,563.0
2023,2,2023Q2,All Others,COLOMBIA,23.0
2023,2,2023Q2,All Others,COSTA RICA,10.0
2023,2,2023Q2,All Others,DOMINICAN REPUBLIC,61.0
2023,2,2023Q2,All Others,ECUADOR,53.0
2023,2,2023Q2,All Others,EL SALVADOR,0.0
2023,2,2023Q2,All Others,GUATEMALA,60.0
2023,2,2023Q2,All Others,HONDURAS,15.0
2023,2,2023Q2,All Others,MEXICO,65.0
2023,2,2023Q2,All Others,PERU,249.0
2023,2,2023Q2,All Others,URUGUAY,0.0
2023,2,2023Q2,All Others,VENEZUELA,4.0
2023,2,2023Q2,All Others,BAHAMAS,0.0
2023,2,2023Q2,All Others,CAYMAN ISLANDS,0.0
2023,2,2023Q2,All Others,PANAMA,62.0
2023,2,2023Q2,LFI,ANGUILLA,0.0
2023,2,2023Q2,LFI,ARGENTINA,56.0
2023,2,2023Q2,LFI,BRAZIL,4430.0
2023,2,2023Q2,LFI,CHILE,1698.0
2023,2,2023Q2,LFI,COLOMBIA,210.0
2023,2,2023Q2,LFI,COSTA RICA,60.0
2023,2,2023Q2,LFI,DOMINICAN REPUBLIC,307.0
2023,2,2023Q2,LFI,ECUADOR,145.0
2023,2,2023Q2,LFI,EL SALVADOR,25.0
2023,2,2023Q2,LFI,GUATEMALA,333.0
2023,2,2023Q2,LFI,HONDURAS,133.0
2023,2,2023Q2,LFI,MEXICO,1074.0
2023,2,2023Q2,LFI,PERU,582.0
2023,2,2023Q2,LFI,URUGUAY,53.0
2023,2,2023Q2,LFI,VENEZUELA,0.0
2023,2,2023Q2,LFI,BAHAMAS,50.0
2023,2,2023Q2,LFI,CAYMAN ISLANDS,200.0
2023,2,2023Q2,LFI,PANAMA,261.0
2023,2,2023Q2,All Banks,ANGUILLA,2.0
2023,2,2023Q2,All Banks,ARGENTINA,56.0
2023,2,2023Q2,All Banks,BRAZIL,5387.0
2023,2,2023Q2,All Banks,CHILE,2261.0
2023,2,2023Q2,All Banks,COLOMBIA,233.0
2023,2,2023Q2,All Banks,COSTA RICA,70.0
2023,2,2023Q2,All Banks,DOMINICAN REPUBLIC,368.0
2023,2,2023Q2,All Banks,ECUADOR,198.0
2023,2,2023Q2,All Banks,EL SALVADOR,25.0
2023,2,2023Q2,All Banks,GUATEMALA,393.0
2023,2,2023Q2,All Banks,HONDURAS,148.0
2023,2,2023Q2,All Banks,MEXICO,1139.0
2023,2,2023Q2,All Banks,PERU,831.0
2023,2,2023Q2,All Banks,URUGUAY,53.0
2023,2,2023Q2,All Banks,VENEZUELA,4.0
2023,2,2023Q2,All Banks,BAHAMAS,50.0
2023,2,2023Q2,All Banks,CAYMAN ISLANDS,200.0
2023,2,2023Q2,All Banks,PANAMA,323.0
2023,3,2023Q3,All Others,ANGUILLA,2.0
2023,3,2023Q3,All Others,ARGENTINA,0.0
2023,3,2023Q3,All Others,BRAZIL,879.0
2023,3,2023Q3,All Others,CHILE,570.0
2023,3,2023Q3,All Others,COLOMBIA,27.0
2023,3,2023Q3,All Others,COSTA RICA,0.0
2023,3,2023Q3,All Others,DOMINICAN REPUBLIC,68.0
2023,3,2023Q3,All Others,ECUADOR,76.0
2023,3,2023Q3,All Others,EL SALVADOR,5.0
2023,3,2023Q3,All Others,GUATEMALA,31.0
2023,3,2023Q3,All Others,HONDURAS,15.0
2023,3,2023Q3,All Others,MEXICO,80.0
2023,3,2023Q3,All Others,PERU,226.0
2023,3,2023Q3,All Others,URUGUAY,0.0
2023,3,2023Q3,All Others,VENEZUELA,4.0
2023,3,2023Q3,All Others,BAHAMAS,0.0
2023,3,2023Q3,All Others,CAYMAN ISLANDS,0.0
2023,3,2023Q3,All Others,PANAMA,60.0
2023,3,2023Q3,LFI,ANGUILLA,0.0
2023,3,2023Q3,LFI,ARGENTINA,85.0
2023,3,2023Q3,LFI,BRAZIL,4357.0
2023,3,2023Q3,LFI,CHILE,1456.0
2023,3,2023Q3,LFI,COLOMBIA,148.0
2023,3,2023Q3,LFI,COSTA RICA,36.0
2023,3,2023Q3,LFI,DOMINICAN REPUBLIC,404.0
2023,3,2023Q3,LFI,ECUADOR,124.0
2023,3,2023Q3,LFI,EL SALVADOR,68.0
2023,3,2023Q3,LFI,GUATEMALA,316.0
2023,3,2023Q3,LFI,HONDURAS,124.0
2023,3,2023Q3,LFI,MEXICO,1018.0
2023,3,2023Q3,LFI,PERU,761.0
2023,3,2023Q3,LFI,URUGUAY,25.0
2023,3,2023Q3,LFI,VENEZUELA,0.0
2023,3,2023Q3,LFI,BAHAMAS,47.0
2023,3,2023Q3,LFI,CAYMAN ISLANDS,336.0
2023,3,2023Q3,LFI,PANAMA,210.0
2023,3,2023Q3,All Banks,ANGUILLA,2.0
2023,3,2023Q3,All Banks,ARGENTINA,85.0
2023,3,2023Q3,All Banks,BRAZIL,5236.0
2023,3,2023Q3,All Banks,CHILE,2026.0
2023,3,2023Q3,All Banks,COLOMBIA,175.0
2023,3,2023Q3,All Banks,COSTA RICA,36.0
2023,3,2023Q3,All Banks,DOMINICAN REPUBLIC,472.0
2023,3,2023Q3,All Banks,ECUADOR,200.0
2023,3,2023Q3,All Banks,EL SALVADOR,73.0
2023,3,2023Q3,All Banks,GUATEMALA,347.0
2023,3,2023Q3,All Banks,HONDURAS,139.0
2023,3,2023Q3,All Banks,MEXICO,1098.0
2023,3,2023Q3,All Banks,PERU,987.0
2023,3,2023Q3,All Banks,URUGUAY,25.0
2023,3,2023Q3,All Banks,VENEZUELA,4.0
2023,3,2023Q3,All Banks,BAHAMAS,47.0
2023,3,2023Q3,All Banks,CAYMAN ISLANDS,336.0
2023,3,2023Q3,All Banks,PANAMA,270.0
2023,4,2023Q4,All Others,ANGUILLA,2.0
2023,4,2023Q4,All Others,ARGENTINA,0.0
2023,4,2023Q4,All Others,BRAZIL,1055.0
2023,4,2023Q4,All Others,CHILE,669.0
2023,4,2023Q4,All Others,COLOMBIA,16.0
2023,4,2023Q4,All Others,COSTA RICA,10.0
2023,4,2023Q4,All Others,DOMINICAN REPUBLIC,75.0
2023,4,2023Q4,All Others,ECUADOR,59.0
2023,4,2023Q4,All Others,EL SALVADOR,5.0
2023,4,2023Q4,All Others,GUATEMALA,60.0
2023,4,2023Q4,All Others,HONDURAS,15.0
2023,4,2023Q4,All Others,MEXICO,59.0
2023,4,2023Q4,All Others,PERU,246.0
2023,4,2023Q4,All Others,URUGUAY,3.0
2023,4,2023Q4,All Others,VENEZUELA,4.0
2023,4,2023Q4,All Others,BAHAMAS,0.0
2023,4,2023Q4,All Others,CAYMAN ISLANDS,5.0
2023,4,2023Q4,All Others,PANAMA,53.0
2023,4,2023Q4,LFI,ANGUILLA,0.0
2023,4,2023Q4,LFI,ARGENTINA,90.0
2023,4,2023Q4,LFI,BRAZIL,4121.0
2023,4,2023Q4,LFI,CHILE,1506.0
2023,4,2023Q4,LFI,COLOMBIA,281.0
2023,4,2023Q4,LFI,COSTA RICA,40.0
2023,4,2023Q4,LFI,DOMINICAN REPUBLIC,476.0
2023,4,2023Q4,LFI,ECUADOR,174.0
2023,4,2023Q4,LFI,EL SALVADOR,36.0
2023,4,2023Q4,LFI,GUATEMALA,503.0
2023,4,2023Q4,LFI,HONDURAS,125.0
2023,4,2023Q4,LFI,MEXICO,949.0
2023,4,2023Q4,LFI,PERU,1212.0
2023,4,2023Q4,LFI,URUGUAY,62.0
2023,4,2023Q4,LFI,VENEZUELA,0.0
2023,4,2023Q4,LFI,BAHAMAS,41.0
2023,4,2023Q4,LFI,CAYMAN ISLANDS,271.0
2023,4,2023Q4,LFI,PANAMA,315.0
2023,4,2023Q4,All Banks,ANGUILLA,2.0
2023,4,2023Q4,All Banks,ARGENTINA,90.0
2023,4,2023Q4,All Banks,BRAZIL,5176.0
2023,4,2023Q4,All Banks,CHILE,2175.0
2023,4,2023Q4,All Banks,COLOMBIA,297.0
2023,4,2023Q4,All Banks,COSTA RICA,50.0
2023,4,2023Q4,All Banks,DOMINICAN REPUBLIC,551.0
2023,4,2023Q4,All Banks,ECUADOR,233.0
2023,4,2023Q4,All Banks,EL SALVADOR,41.0
2023,4,2023Q4,All Banks,GUATEMALA,563.0
2023,4,2023Q4,All Banks,HONDURAS,140.0
2023,4,2023Q4,All Banks,MEXICO,1008.0
2023,4,2023Q4,All Banks,PERU,1458.0
2023,4,2023Q4,All Banks,URUGUAY,65.0
2023,4,2023Q4,All Banks,VENEZUELA,4.0
2023,4,2023Q4,All Banks,BAHAMAS,41.0
2023,4,2023Q4,All Banks,CAYMAN ISLANDS,276.0
2023,4,2023Q4,All Banks,PANAMA,368.0
2024,1,2024Q1,All Others,ANGUILLA,2.0
2024,1,2024Q1,All Others,ARGENTINA,0.0
2024,1,2024Q1,All Others,BRAZIL,1084.0
2024,1,2024Q1,All Others,CHILE,709.0
2024,1,2024Q1,All Others,COLOMBIA,16.0
2024,1,2024Q1,All Others,COSTA RICA,10.0
2024,1,2024Q1,All Others,DOMINICAN REPUBLIC,63.0
2024,1,2024Q1,All Others,ECUADOR,44.0
2024,1,2024Q1,All Others,EL SALVADOR,5.0
2024,1,2024Q1,All Others,GUATEMALA,66.0
2024,1,2024Q1,All Others,HONDURAS,20.0
2024,1,2024Q1,All Others,MEXICO,96.0
2024,1,2024Q1,All Others,PERU,247.0
2024,1,2024Q1,All Others,URUGUAY,3.0
2024,1,2024Q1,All Others,VENEZUELA,4.0
2024,1,2024Q1,All Others,BAHAMAS,0.0
2024,1,2024Q1,All Others,CAYMAN ISLANDS,0.0
2024,1,2024Q1,All Others,PANAMA,34.0
2024,1,2024Q1,LFI,ANGUILLA,0.0
2024,1,2024Q1,LFI,ARGENTINA,122.0
2024,1,2024Q1,LFI,BRAZIL,3700.0
2024,1,2024Q1,LFI,CHILE,1331.0
2024,1,2024Q1,LFI,COLOMBIA,275.0
2024,1,2024Q1,LFI,COSTA RICA,68.0
2024,1,2024Q1,LFI,DOMINICAN REPUBLIC,487.0
2024,1,2024Q1,LFI,ECUADOR,129.0
2024,1,2024Q1,LFI,EL SALVADOR,39.0
2024,1,2024Q1,LFI,GUATEMALA,563.0
2024,1,2024Q1,LFI,HONDURAS,141.0
2024,1,2024Q1,LFI,MEXICO,996.0
2024,1,2024Q1,LFI,PERU,1530.0
2024,1,2024Q1,LFI,URUGUAY,33.0
2024,1,2024Q1,LFI,VENEZUELA,0.0
2024,1,2024Q1,LFI,BAHAMAS,53.0
2024,1,2024Q1,LFI,CAYMAN ISLANDS,178.0
2024,1,2024Q1,LFI,PANAMA,353.0
2024,1,2024Q1,All Banks,ANGUILLA,2.0
2024,1,2024Q1,All Banks,ARGENTINA,122.0
2024,1,2024Q1,All Banks,BRAZIL,4784.0
2024,1,2024Q1,All Banks,CHILE,2040.0
2024,1,2024Q1,All Banks,COLOMBIA,291.0
2024,1,2024Q1,All Banks,COSTA RICA,78.0
2024,1,2024Q1,All Banks,DOMINICAN REPUBLIC,550.0
2024,1,2024Q1,All Banks,ECUADOR,173.0
2024,1,2024Q1,All Banks,EL SALVADOR,44.0
2024,1,2024Q1,All Banks,GUATEMALA,629.0
2024,1,2024Q1,All Banks,HONDURAS,161.0
2024,1,2024Q1,All Banks,MEXICO,1092.0
2024,1,2024Q1,All Banks,PERU,1777.0
2024,1,2024Q1,All Banks,URUGUAY,36.0
2024,1,2024Q1,All Banks,VENEZUELA,4.0
2024,1,2024Q1,All Banks,BAHAMAS,53.0
2024,1,2024Q1,All Banks,CAYMAN ISLANDS,178.0
2024,1,2024Q1,All Banks,PANAMA,387.0
2024,2,2024Q2,All Others,ANGUILLA,2.0
2024,2,2024Q2,All Others,ARGENTINA,4.0
2024,2,2024Q2,All Others,BRAZIL,900.0
2024,2,2024Q2,All Others,CHILE,725.0
2024,2,2024Q2,All Others,COLOMBIA,10.0
2024,2,2024Q2,All Others,COSTA RICA,10.0
2024,2,2024Q2,All Others,DOMINICAN REPUBLIC,63.0
2024,2,2024Q2,All Others,ECUADOR,66.0
2024,2,2024Q2,All Others,EL SALVADOR,5.0
2024,2,2024Q2,All Others,GUATEMALA,91.0
2024,2,2024Q2,All Others,HONDURAS,6.0
2024,2,2024Q2,All Others,MEXICO,158.0
2024,2,2024Q2,All Others,PERU,76.0
2024,2,2024Q2,All Others,URUGUAY,1.0
2024,2,2024Q2,All Others,VENEZUELA,5.0
2024,2,2024Q2,All Others,BAHAMAS,0.0
2024,2,2024Q2,All Others,CAYMAN ISLANDS,0.0
2024,2,2024Q2,All Others,PANAMA,34.0
2024,2,2024Q2,LFI,ANGUILLA,0.0
2024,2,2024Q2,LFI,ARGENTINA,240.0
2024,2,2024Q2,LFI,BRAZIL,3560.0
2024,2,2024Q2,LFI,CHILE,1016.0
2024,2,2024Q2,LFI,COLOMBIA,306.0
2024,2,2024Q2,LFI,COSTA RICA,39.0
2024,2,2024Q2,LFI,DOMINICAN REPUBLIC,426.0
2024,2,2024Q2,LFI,ECUADOR,212.0
2024,2,2024Q2,LFI,EL SALVADOR,76.0
2024,2,2024Q2,LFI,GUATEMALA,513.0
2024,2,2024Q2,LFI,HONDURAS,194.0
2024,2,2024Q2,LFI,MEXICO,674.0
2024,2,2024Q2,LFI,PERU,932.0
2024,2,2024Q2,LFI,URUGUAY,44.0
2024,2,2024Q2,LFI,VENEZUELA,0.0
2024,2,2024Q2,LFI,BAHAMAS,13.0
2024,2,2024Q2,LFI,CAYMAN ISLANDS,148.0
2024,2,2024Q2,LFI,PANAMA,371.0
2024,2,2024Q2,All Banks,ANGUILLA,2.0
2024,2,2024Q2,All Banks,ARGENTINA,244.0
2024,2,2024Q2,All Banks,BRAZIL,4460.0
2024,2,2024Q2,All Banks,CHILE,1741.0
2024,2,2024Q2,All Banks,COLOMBIA,316.0
2024,2,2024Q2,All Banks,COSTA RICA,49.0
2024,2,2024Q2,All Banks,DOMINICAN REPUBLIC,489.0
2024,2,2024Q2,All Banks,ECUADOR,278.0
2024,2,2024Q2,All Banks,EL SALVADOR,81.0
2024,2,2024Q2,All Banks,GUATEMALA,604.0
2024,2,2024Q2,All Banks,HONDURAS,200.0
2024,2,2024Q2,All Banks,MEXICO,832.0
2024,2,2024Q2,All Banks,PERU,1008.0
2024,2,2024Q2,All Banks,URUGUAY,45.0
2024,2,2024Q2,All Banks,VENEZUELA,5.0
2024,2,2024Q2,All Banks,BAHAMAS,13.0
2024,2,2024Q2,All Banks,CAYMAN ISLANDS,148.0
2024,2,2024Q2,All Banks,PANAMA,405.0
2024,3,2024Q3,All Others,ANGUILLA,2.0
2024,3,2024Q3,All Others,ARGENTINA,4.0
2024,3,2024Q3,All Others,BRAZIL,1194.0
2024,3,2024Q3,All Others,CHILE,704.0
2024,3,2024Q3,All Others,COLOMBIA,25.0
2024,3,2024Q3,All Others,COSTA RICA,0.0
2024,3,2024Q3,All Others,DOMINICAN REPUBLIC,65.0
2024,3,2024Q3,All Others,ECUADOR,54.0
2024,3,2024Q3,All Others,EL SALVADOR,5.0
2024,3,2024Q3,All Others,GUATEMALA,117.0
2024,3,2024Q3,All Others,HONDURAS,18.0
2024,3,2024Q3,All Others,MEXICO,171.0
2024,3,2024Q3,All Others,PERU,176.0
2024,3,2024Q3,All Others,URUGUAY,2.0
2024,3,2024Q3,All Others,VENEZUELA,4.0
2024,3,2024Q3,All Others,BAHAMAS,70.0
2024,3,2024Q3,All Others,CAYMAN ISLANDS,2.0
2024,3,2024Q3,All Others,PANAMA,22.0
2024,3,2024Q3,LFI,ANGUILLA,0.0
2024,3,2024Q3,LFI,ARGENTINA,163.0
2024,3,2024Q3,LFI,BRAZIL,3768.0
2024,3,2024Q3,LFI,CHILE,1282.0
2024,3,2024Q3,LFI,COLOMBIA,200.0
2024,3,2024Q3,LFI,COSTA RICA,38.0
2024,3,2024Q3,LFI,DOMINICAN REPUBLIC,409.0
2024,3,2024Q3,LFI,ECUADOR,208.0
2024,3,2024Q3,LFI,EL SALVADOR,44.0
2024,3,2024Q3,LFI,GUATEMALA,565.0
2024,3,2024Q3,LFI,HONDURAS,182.0
2024,3,2024Q3,LFI,MEXICO,625.0
2024,3,2024Q3,LFI,PERU,1261.0
2024,3,2024Q3,LFI,URUGUAY,69.0
2024,3,2024Q3,LFI,VENEZUELA,0.0
2024,3,2024Q3,LFI,BAHAMAS,5.0
2024,3,2024Q3,LFI,CAYMAN ISLANDS,148.0
2024,3,2024Q3,LFI,PANAMA,588.0
2024,3,2024Q3,All Banks,ANGUILLA,2.0
2024,3,2024Q3,All Banks,ARGENTINA,167.0
2024,3,2024Q3,All Banks,BRAZIL,4962.0
2024,3,2024Q3,All Banks,CHILE,1986.0
2024,3,2024Q3,All Banks,COLOMBIA,225.0
2024,3,2024Q3,All Banks,COSTA RICA,38.0
